Boat,Utc,Bsp,Awa,Aws,Twa,Tws,Twd,RudderFwd,Leeway,Set,Drift,Hdg,AirTemp,SeaTemp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FStayLen,MastButt,Load S,Load P,Rake,Volts,ROT,GpQual,PDOP,GpsNum,GpsAge,Altitude,GeoSep,GpsMode,Lat,Lon,Cog,Sog,DiffStn,Error,RunnerS,RunnerP,Vang,Trav,Main,KeelAng,KeelHt,Board,Oil P,RPM 1,RPM 2,Board P,Board S,DistToLn,RchTmToLn,RchDtToLn,GPS time,Twd+90,Twd-90,Downhaul2,Mk Lat,Mk Lon,Port lat,Port lon,Stbd lat,Stbd lon,HPE,RH,Lead P,Lead S,BackStay,User 0,User 1,User 2,User 3,User 4,User 5,User 6,User 7,User 8,User 9,User 10,User 11,User 12,User 13,User 14,User 15,User 16,User 17,User 18,User 19,User 20,User 21,User 22,User 23,User 24,User 25,User 26,User 27,User 28,User 29,User 30,User 31,TmToGun,TmToLn,TmToBurn,BelowLn,GunBlwLn,WvSigHt,WvSigPd,WvMaxHt,WvMaxPd,Slam,Motion,Mwa,Mws,Boom,Twist,TackLossT,TackLossD,TrimRate,HeelRate,DeflectorP,RudderP,RudderS,RudderToe,BspTr,FStayInner,DeflectorS,Bobstay,Outhaul,D0 P,D0 S,D1 P,D1 S,V0 P,V0 S,V1 P,V1 S
0,42944.42686,0,-133,3.7,-134,4,185,,,,,317,,28.1,,,,,,,,,,,,,,,,,1,1.5,8,,1.2,51.1,2,39.5665117,2.638035,267.8,0,,,,,,,,,,,,,,,,,,,42944.42179,275,95,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42687,,,,-134,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6,8,,1.2,51.1,2,39.5665117,2.638035,267.8,0,,,,,,,,,,,,,,,,,,,42944.42181,275,95,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42689,,-133,3.4,,3.8,184,,,,,318,,28.1,,,,,,,,,,,,,,,,,,1.6,8,,,,2,39.5665117,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42182,274,94,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.4269,0,-130,3.4,-133,3.7,,,,,,318,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665117,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42183,274,94,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665117,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42184,274,94,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42692,0,-133,3.4,-139,3.5,182,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665117,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42185,272,92,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42693,,,,-134,3.5,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.2,51.1,2,39.5665117,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42186,272,92,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42694,0,-144,3.3,-141,3.5,181,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.5665117,2.6380333,267.8,0,,,,,,,,,,,,,,,,,,,42944.42188,271,91,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42696,,-143,3.3,-142,3.4,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.5665117,2.6380333,267.8,0.2,,,,,,,,,,,,,,,,,,,42944.42189,271,91,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42697,,,,,,,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.5665133,2.6380333,267.8,0,,,,,,,,,,,,,,,,,,,42944.4219,271,91,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42698,0,-137,4.4,-140,3.8,179,,,,,319,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.5665133,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42191,269,89,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.5665133,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42192,269,89,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.427,0,-144,4.3,-142,4.2,178,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.566515,2.6380333,267.8,0,,,,,,,,,,,,,,,,,,,42944.42193,268,88,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42701,,-143,4.3,-142,4.2,,,,,,,,,,,,,,,,,,,,,,,,,1,,9,,1.3,51.1,,39.566515,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42194,268,88,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42703,,,,,,,,,,,319,39.1,,,,,,,,,,,,,,,,,,1,1.5,9,,1.2,51.1,2,39.566515,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42196,268,88,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42704,0,-146,4.4,-144,4.3,176,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.566515,2.6380333,267.8,0.1,,,,,,,,,,,,,,,,,,,42944.42197,266,86,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665167,2.638035,267.8,0,,,,,,,,,,,,,,,,,,,42944.42198,266,86,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42796,0,-120,3.9,-122,3.7,195,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,0.7,51.1,2,39.56652,2.6380333,,0.1,,,,,,,,,,,,,,,,,,,42944.42288,285,105,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42797,,-120,3.9,-122,3.7,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,0.7,51.1,2,39.56652,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42289,285,105,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42798,,,,,3.8,194,,,,,319,26.9,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,0.7,51.1,2,39.5665183,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42291,285,105,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42799,0,-128,4,-128,3.9,,,,,,319,,,,,,,,,,,,,,,,,,,1,1.5,9,,0.7,51.1,2,39.5665183,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42292,284,104,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,0.7,51.1,2,39.5665183,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42293,284,104,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42802,0,-132,4.1,-132,4,192,,,,,319,9.6,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,0.8,51.1,2,39.5665183,2.6380317,326.3,0.2,,,,,,,,,,,,,,,,,,,42944.42294,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42803,,-134,4.1,-132,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,0.9,51.1,2,39.5665183,2.6380317,326.3,0,,,,,,,,,,,,,,,,,,,42944.42295,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42804,,-127,4.3,,4.1,191,,,,,319,-6.5,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,0.9,51.1,2,39.5665167,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42298,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42805,0,-127,4.2,-128,4.1,,,,,,319,,,,,,,,,,,,,,,,,,,1,1.5,9,,0.9,51.1,2,39.5665167,2.6380317,,,,,,,,,,,,,,,,,,,,,42944.42298,281,101,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,0.9,51.1,2,39.5665167,2.6380317,326.3,0,,,,,,,,,,,,,,,,,,,42944.423,281,101,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42808,0,-129,4.6,-128,4.3,192,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1,51.1,2,39.5665167,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42301,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42809,,,,-128,4.3,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1,51.1,2,39.5665167,2.6380317,326.3,0,,,,,,,,,,,,,,,,,,,42944.42302,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.4281,0,-128,4.4,-128,4.4,191,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1,51.1,2,39.5665167,2.6380333,326.3,0,,,,,,,,,,,,,,,,,,,42944.42303,281,101,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42811,,-128,4.4,-128,4.4,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665167,2.6380333,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42304,281,101,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42812,,,,,4.3,192,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665167,2.6380333,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42306,281,101,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42813,0,-125,4.5,-124,4.4,,,,,,319,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.2,51.1,2,39.5665167,2.6380333,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42307,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.2,51.1,2,39.5665167,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42308,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42816,0,-128,3.9,-127,4.2,192,,,,,319,31.2,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.5665167,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42309,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.4,51.1,2,39.5665167,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.4231,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42818,,-126,4.6,-126,4.3,192,,,,,319,6.2,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.4,51.1,2,39.5665183,2.6380317,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42311,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42819,0,-126,4.6,-125,4.3,,,,,,319,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.5,51.1,2,39.5665183,2.6380333,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42313,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.4282,,,,,,,,,,,319,-4.1,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.5,51.1,2,39.5665183,2.6380333,326.3,0,,,,,,,,,,,,,,,,,,,42944.42314,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42822,0,-127,4.2,-133,4.1,192,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.6,51.1,2,39.5665183,2.6380333,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42315,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.6,51.1,2,39.5665183,2.6380333,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42316,282,102,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42824,0,-126,4.5,-129,4.1,190,,,,,318,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.5,51.1,2,39.56652,2.6380333,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42317,280,100,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42825,,,,-129,4.1,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.4,51.1,2,39.56652,2.638035,326.3,0,,,,,,,,,,,,,,,,,,,42944.42318,280,100,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42826,0,-114,4.5,-118,4.3,195,,,,,318,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.56652,2.638035,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42319,285,105,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42827,,-117,4.1,-118,4.3,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.56652,2.638035,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42321,285,105,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42829,,-118,3.9,,4.1,196,,,,,318,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.2,51.1,2,39.56652,2.638035,326.3,0,,,,,,,,,,,,,,,,,,,42944.42322,286,106,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.4283,0,,,-116,4.1,,,,,,318,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.56652,2.638035,326.3,0,,,,,,,,,,,,,,,,,,,42944.42323,286,106,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665183,2.638035,326.3,0,,,,,,,,,,,,,,,,,,,42944.42324,286,106,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42832,0,-122,3.7,-120,3.9,198,,,,,318,28.7,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.5665183,2.638035,326.3,0.1,,,,,,,,,,,,,,,,,,,42944.42325,288,108,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42833,,,,-120,3.9,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.56652,2.638035,296.4,0.3,,,,,,,,,,,,,,,,,,,42944.42326,288,108,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42834,0,-119,3,-118,3.6,198,,,,,318,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.56652,2.638035,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42328,288,108,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42836,,-119,3.1,-118,3.6,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.1,51.1,2,39.56652,2.638035,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42329,288,108,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42837,,-111,3.4,-114,3.4,201,,,,,318,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.2,51.1,2,39.56652,2.638035,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.4233,291,111,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42838,0,-116,3.4,-114,3.4,,,,,,318,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.56652,2.638035,296.4,0,,,,,,,,,,,,,,,,,,,42944.42331,291,111,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42839,,,,,,,,,,,318,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.56652,2.6380333,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42332,291,111,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.4284,0,-118,3,-118,3.2,201,,,,,319,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.3,51.1,2,39.56652,2.6380333,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42333,291,111,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.4,51.1,2,39.5665183,2.6380317,296.4,0,,,,,,,,,,,,,,,,,,,42944.42335,291,111,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42843,0,-119,3.3,-120,3.2,199,,,,,318,36.7,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.4,51.1,2,39.5665183,2.6380317,296.4,0,,,,,,,,,,,,,,,,,,,42944.42336,289,109,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42844,,,,-120,3.2,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.5,51.1,2,39.5665183,2.6380317,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42337,289,109,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42845,0,-114,3.2,-115,3.2,202,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.5,51.1,2,39.5665183,2.6380317,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42338,292,112,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42846,,-112,3.1,-115,3.2,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.5,51.1,2,39.5665183,2.63803,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42339,292,112,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42847,0,-115,3,-114,3.2,203,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.6,51.1,2,39.5665183,2.63803,296.4,0,,,,,,,,,,,,,,,,,,,42944.4234,293,113,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42849,,-115,3,-114,3.2,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.6,51.1,2,39.5665183,2.63803,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42341,293,113,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.4285,,,,,3.1,204,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.6,51.1,2,39.5665183,2.63803,296.4,0.1,,,,,,,,,,,,,,,,,,,42944.42343,293,113,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42851,0,-111,2.9,-112,3,,,,,,319,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.7,51.1,2,39.5665183,2.63803,323.7,0.3,,,,,,,,,,,,,,,,,,,42944.42344,294,114,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.8,51.1,2,39.56652,2.63803,323.7,0.1,,,,,,,,,,,,,,,,,,,42944.42345,294,114,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42853,0,-118,2.8,-116,2.9,204,,,,,319,,28.1,,,,,,,,,,,,,,,,,1,1.5,9,,1.8,51.1,2,39.56652,2.63803,323.7,0.1,,,,,,,,,,,,,,,,,,,42944.42346,294,114,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42944.42854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,9,,1.8,51.1,2,39.56652,2.63803,323.7,0.1,,,,,,,,,,,,,,,,,,,42944.42347,294,114,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
