twa/tws;6;8;10;12;14;16;20
0;0;0;0;0;0;0;0
52;6.42;7.51;8.0;8.18;8.28;8.34;8.5 
60;6.77;7.78;8.2;8.39;8.5;8.57;8.74
75;7.07;7.97;8.38;8.65;8.86;9.0;9.15
90;7.03;7.97;8.41;8.75;9.08;9.39;9.78
110;6.74;7.96;8.52;8.9;9.19;9.49;10.06
120;6.53;7.82;8.44;8.91;9.44;9.83;10.48
135;5.86;7.2;8.08;8.57;9.06;9.65;11.06
150;4.91;6.12;7.22;8.03;8.51;8.97;10.11 
